case_id,model_id,quarter,segment,metric_name,current_value,previous_value,historical_mean,historical_std,percent_change,z_score,rolling_mean,rolling_std,sample_size,missing_rate,expected_direction,scenario_type,scenario_difficulty,ground_truth_anomaly,ground_truth_severity,ground_truth_anomaly_type,ground_truth_reason,available_evidence,contradictory_evidence,missing_evidence_flag
case_0100,model_03,2023Q4,retail,score_mean,674.797473,580.14066,619.594292,33.814367,0.163162,1.632536,613.055466,38.482251,61,0.026848,stable,false_negative_trap,adversarial,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0101,model_01,2023Q4,small_business,ks_statistic,0.498285,0.409544,0.447179,0.01631,0.216681,3.133343,0.44965,0.032042,1063,0.004091,lower_is_worse,incomplete_evidence,moderate,True,low,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0102,model_01,2023Q4,commercial,psi,0.093001,0.042398,0.015924,0.036894,1.193532,2.089172,0.051936,0.025095,1027,0.02386,higher_is_worse,noisy_data,adversarial,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0103,model_07,2023Q4,retail,ks_statistic,0.454153,0.450477,0.452414,0.032253,0.00816,0.053928,0.460123,0.041632,1068,0.002625,lower_is_worse,recovery_after_shock,moderate,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0104,model_04,2023Q4,small_business,default_rate,0.05987,0.039632,0.04211,0.003983,0.510631,4.458863,0.045699,0.008742,3830,0.009743,higher_is_worse,metric_definition_change,ambiguous,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0105,model_04,2023Q4,commercial,ks_statistic,0.43594,0.443349,0.454466,0.028026,-0.016711,-0.661012,0.461496,0.040231,4575,0.012787,lower_is_worse,normal_variation,moderate,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0106,model_08,2023Q4,commercial,auc,0.775461,0.820455,0.82423,0.012931,-0.054841,-3.771551,0.818881,0.026593,1125,0.014431,lower_is_worse,sudden_level_shift,easy,True,high,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0107,model_04,2023Q4,small_business,psi,0.096581,0.085027,0.056033,0.019007,0.135887,2.133395,0.072835,0.024302,3280,0.003578,higher_is_worse,gradual_drift,moderate,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0108,model_07,2023Q4,commercial,ks_statistic,0.388767,0.456441,0.459863,0.042592,-0.148263,-1.669213,0.451375,0.048038,2595,0.007799,lower_is_worse,seasonal_movement,easy,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0109,model_04,2023Q4,small_business,score_mean,616.72062,625.788268,621.512473,14.995534,-0.01449,-0.319552,628.348003,7.845715,315,0.253956,stable,missing_data_spike,moderate,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0110,model_07,2023Q4,commercial,auc,0.887987,0.777031,0.81008,0.04404,0.142794,1.769009,0.813275,0.04369,68,0.006283,lower_is_worse,small_sample_instability,ambiguous,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0111,model_03,2023Q4,retail,psi,0.096091,0.084838,0.050327,0.018801,0.132639,2.434211,0.069711,0.02135,1318,0.013016,higher_is_worse,segment_specific_anomaly,moderate,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0112,model_08,2023Q4,commercial,ks_statistic,0.522573,0.414589,0.46423,0.066306,0.260459,0.879901,0.483243,0.042642,2761,0.000736,lower_is_worse,contradictory_metric_movement,adversarial,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0113,model_07,2023Q4,retail,score_mean,650.405648,630.03192,619.831794,12.043774,0.032338,2.538561,630.099894,12.428623,4777,0.006367,stable,macro_shock,moderate,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0114,model_02,2023Q4,commercial,auc,0.95612,0.863108,0.829714,0.031096,0.107764,4.064968,0.883699,0.042056,3170,0.000243,lower_is_worse,false_positive_trap,adversarial,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0115,model_08,2023Q4,commercial,auc,0.754471,0.821286,0.814999,0.034139,-0.081355,-1.772982,0.800045,0.043781,104,0.058702,lower_is_worse,false_negative_trap,adversarial,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0116,model_01,2023Q4,small_business,ks_statistic,0.48917,0.402249,0.435572,0.021419,0.216087,2.502322,0.443743,0.034274,634,0.036956,lower_is_worse,incomplete_evidence,moderate,True,low,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0117,model_03,2023Q4,retail,ks_statistic,0.511685,0.508856,0.458806,0.025256,0.005559,2.093668,0.48922,0.027651,1167,0.026467,lower_is_worse,noisy_data,adversarial,True,low,noisy_signal,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0118,model_08,2023Q4,commercial,psi,0.043008,0.058554,0.054757,0.01986,-0.265501,-0.591627,0.067404,0.021142,2537,0.018115,higher_is_worse,recovery_after_shock,adversarial,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0119,model_04,2023Q4,small_business,score_mean,694.132028,599.985201,620.96086,16.886685,0.156915,4.333069,635.985372,35.879386,4434,0.017211,stable,metric_definition_change,adversarial,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0120,model_06,2023Q4,retail,default_rate,0.039857,0.037885,0.04181,0.004095,0.052065,-0.476918,0.041333,0.003624,1550,0.001946,higher_is_worse,normal_variation,easy,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0121,model_05,2023Q4,commercial,psi,0.117589,0.03798,0.052883,0.014461,2.096093,4.474523,0.068275,0.029943,4083,0.017847,higher_is_worse,sudden_level_shift,easy,True,high,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0122,model_04,2023Q4,small_business,psi,0.066827,0.041858,0.056549,0.01185,0.596523,0.867294,0.057424,0.014865,4583,0.00988,higher_is_worse,gradual_drift,moderate,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0123,model_07,2023Q4,retail,default_rate,0.028117,0.038851,0.040772,0.007779,-0.27629,-1.626822,0.039445,0.008516,1605,0.014894,higher_is_worse,seasonal_movement,ambiguous,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0124,model_06,2023Q4,retail,default_rate,0.041086,0.041148,0.040485,0.002797,-0.001508,0.214858,0.041187,0.003301,1038,0.164721,higher_is_worse,missing_data_spike,easy,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0125,model_04,2023Q4,retail,default_rate,0.048471,0.066409,0.041548,0.015382,-0.270108,0.450107,0.047767,0.012135,43,0.025831,higher_is_worse,small_sample_instability,adversarial,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0126,model_03,2023Q4,small_business,ks_statistic,0.406995,0.481292,0.454258,0.031375,-0.15437,-1.506405,0.426168,0.032199,608,0.004913,lower_is_worse,segment_specific_anomaly,ambiguous,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0127,model_07,2023Q4,small_business,auc,0.851032,0.82285,0.816661,0.026773,0.034249,1.283797,0.838697,0.012512,2269,0.010873,lower_is_worse,contradictory_metric_movement,ambiguous,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0128,model_04,2023Q4,commercial,ks_statistic,0.347004,0.410156,0.449139,0.027923,-0.153969,-3.657701,0.424677,0.055365,1013,0.00193,lower_is_worse,macro_shock,moderate,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0129,model_07,2023Q4,retail,ks_statistic,0.535544,0.462073,0.449241,0.020752,0.159003,4.158858,0.476056,0.034917,2269,0.014237,lower_is_worse,false_positive_trap,ambiguous,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0130,model_08,2023Q4,commercial,ks_statistic,0.38247,0.47743,0.465199,0.040006,-0.198897,-2.067892,0.438631,0.034707,97,0.021307,lower_is_worse,false_negative_trap,ambiguous,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0131,model_01,2023Q4,retail,default_rate,0.037411,0.03868,0.038385,0.002906,-0.03281,-0.335108,0.038512,0.000879,866,0.008834,higher_is_worse,incomplete_evidence,easy,False,none,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0132,model_05,2023Q4,retail,score_mean,630.213756,662.468841,627.069903,21.871607,-0.048689,0.143741,636.75955,16.665212,1904,0.019431,stable,noisy_data,moderate,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0133,model_07,2023Q4,retail,psi,0.030655,0.078081,0.054128,0.036907,-0.607394,-0.636008,0.070888,0.044155,3797,0.016529,higher_is_worse,recovery_after_shock,ambiguous,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0134,model_03,2023Q4,commercial,auc,0.956651,0.806921,0.816027,0.02656,0.185558,5.294551,0.844977,0.06625,2828,0.008487,lower_is_worse,metric_definition_change,adversarial,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0135,model_01,2023Q4,retail,score_mean,632.157965,607.995778,612.854896,19.552479,0.039741,0.987244,623.826074,11.196842,1709,0.014715,stable,normal_variation,ambiguous,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0136,model_01,2023Q4,commercial,psi,0.093112,0.071032,0.049541,0.01272,0.310839,3.425332,0.064912,0.019335,4724,0.012823,higher_is_worse,sudden_level_shift,easy,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0137,model_04,2023Q4,commercial,score_mean,633.192007,643.790373,625.969659,8.830215,-0.016462,0.817913,628.632677,10.719494,1509,0.013989,stable,gradual_drift,moderate,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0138,model_02,2023Q4,retail,ks_statistic,0.393799,0.453325,0.457289,0.036768,-0.131311,-1.726796,0.449673,0.039609,3909,0.015004,lower_is_worse,seasonal_movement,moderate,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0139,model_05,2023Q4,commercial,default_rate,0.042717,0.035701,0.039415,0.003257,0.196535,1.013992,0.039713,0.00261,1177,0.298989,higher_is_worse,missing_data_spike,moderate,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0140,model_08,2023Q4,small_business,default_rate,0.047045,0.046127,0.037212,0.004883,0.019905,2.01384,0.043348,0.003256,57,0.022385,higher_is_worse,small_sample_instability,easy,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0141,model_04,2023Q4,commercial,default_rate,0.058,0.039557,0.041137,0.00547,0.466228,3.082774,0.043455,0.009112,1757,0.010819,higher_is_worse,segment_specific_anomaly,moderate,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0142,model_08,2023Q4,commercial,default_rate,0.045463,0.036336,0.040195,0.004479,0.251172,1.176079,0.039231,0.003807,922,0.016624,higher_is_worse,contradictory_metric_movement,ambiguous,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0143,model_02,2023Q4,small_business,ks_statistic,0.40599,0.426994,0.446331,0.012993,-0.04919,-3.104696,0.43326,0.02142,3641,0.003059,lower_is_worse,macro_shock,moderate,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0144,model_08,2023Q4,small_business,psi,0.1218,0.035883,0.047931,0.01955,2.394339,3.778497,0.057356,0.039176,1235,0.002162,higher_is_worse,false_positive_trap,ambiguous,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0145,model_05,2023Q4,commercial,auc,0.737203,0.884425,0.839738,0.050762,-0.16646,-2.019883,0.829821,0.073953,69,0.028779,lower_is_worse,false_negative_trap,moderate,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0146,model_06,2023Q4,small_business,default_rate,0.029228,0.057994,0.040109,0.007592,-0.496014,-1.433322,0.041103,0.010482,1383,0.039672,higher_is_worse,incomplete_evidence,ambiguous,False,none,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0147,model_05,2023Q4,small_business,ks_statistic,0.561414,0.452786,0.460284,0.036855,0.23991,2.743983,0.480516,0.051377,414,0.025029,lower_is_worse,noisy_data,ambiguous,True,low,noisy_signal,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
